Disease,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,,,,HIV,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Company,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,"Guilin Pharmaceutical Co., Ltd.",Artepharm,Sanofi,Sanofi,Sanofi,Sanofi,Sanofi,GlaxoSmithKline,Bayer Healthcare,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Taisho Pharmaceuticals,Pfizer Inc.,"Guilin Pharmaceutical Co., Ltd.",Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,"Gilead Sciences, Inc.",Bristol-Myers Squibb,GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,Merck,GlaxoSmithKline,Merck,Pfizer Inc.
 ,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artemether (AM),Artemisinin + Piperaquine (ART + PPQ),Artesunate + Amodiaquine + Primaquine (AS + AQ + PQ),Artesunate/Amodiaquine (AS + AQ),Artesunate + Mefloquine + Primaquine (AS + MQ + PQ),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),Artesunate + Sulfadoxine + Primaquine (AS + SP + PQ),Atovaquone + Proguanil (AT + PG),Chloroquine (CQ),Chloroquine + Primaquine (CQ + PQ),DHA-Piperaquine (DHA-PPQ),Clarithromycin (CL),Doxycycline (D),Artesunate (AS),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Tenofovir (TDF),Atazanafir/Ritonavir (ATV/r),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),Ivermectin (IVM),Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Lao People's Democratic Republic,11773.17901,11773.17901,11773.17901,11773.27134,0.112411363,0.333652697,0.333652697,44.66200956,14.77611895,14.77611895,11.41574191,11.08208921,11.08208921,11.08208921,42.40899411,0,0,0,0,0,0,0,0,0,0,0,0,73.41496815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6992599,0,0,0,0
Latvia,629.2226783,629.2226783,629.2226783,633.008347,4.224805707,12.08666532,12.08666532,13.09432855,0.335887743,0.335887743,12.33858113,0.251915808,0.251915808,0.251915808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,358.5625766,358.5625766,358.5625766,359.0432936,0.505308941,0.788761533,0.788761533,0.847684674,0.019641047,0.019641047,0.803492318,0.014730785,0.014730785,0.014730785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,34382.98199,34382.98199,34382.98199,34409.70226,27.26413258,33.72961011,33.72961011,44.11131902,3.46056964,3.46056964,36.32503734,2.59542723,2.59542723,2.59542723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527.870587,13.18957675,779.7363279,3.349983809,542.5026891,440.6384476,156.1062269,40.43133307,1207.43544,355.5987462,0,0,0,0,58.94329504,0,190.1878249,0,75.69699587,0,0,0,0,0
Liberia,12945.83562,12945.83562,12945.83562,12945.83562,0,0,0,21.83392171,7.277973904,7.277973904,5.458480428,5.458480428,5.458480428,5.458480428,0,0,0,0,223476.12,0,0,0,0,0,0,0,0,0,111738.06,1527.687305,14.74379803,776.9048526,3.507109848,542.1757328,446.3739429,157.4514759,41.42635697,1202.040364,358.6114227,0,2143.920432,0,0,935.274546,0,11.64120239,0,0,917.6886844,0,0,0,0
Libya,678.1033238,678.1033238,678.1033238,678.1033238,0,0,0,1.106448735,0.368816245,0.368816245,0.276612184,0.276612184,0.276612184,0.276612184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.416749916,0.049205563,3.265193575,0.013713415,2.282229705,1.861197113,0.664778076,0.169886705,5.06917486,1.514178599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,1662.358038,1662.358038,1662.358038,1683.32422,22.49025885,46.92283797,46.92283797,51.30439721,1.460519745,1.460519745,48.01822778,1.095389809,1.095389809,1.095389809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,21.98796676,21.98796676,21.98796676,21.98796676,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,46823.98716,46823.98716,46823.98716,46824.37312,0.46040638,1.047708819,1.047708819,23.0566658,7.336318995,7.336318995,6.549948065,5.502239246,5.502239246,5.502239246,0,0,0,0,40106.80042,0,0,0,0,0,0,0,0,0,20053.40021,182.8271249,1.218023871,91.165688,0.402491304,65.28057443,56.07916014,20.40790676,5.179868163,142.5346126,46.4491916,0,6059.376414,0,2243.990751,92.58475078,0,466.0152731,0,182.4269296,1121.749661,0,46.7607606,46.7607606,0
Malawi,78085.86395,78085.86395,78085.86395,78088.13999,2.704646041,8.514702166,8.514702166,62.99381957,18.1597058,18.1597058,22.13448152,13.61977935,13.61977935,13.61977935,115474.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85107.81757,1067.161869,44438.16296,199.7559383,29919.20778,23212.73311,7876.045995,2158.143591,67871.78187,17955.49733,0,0,0,0,0,0,0,0,0,234.4101076,0,0,0,0
Malaysia,16098.29316,16098.29316,16098.29316,16099.31235,1.569575146,6.209188691,6.209188691,6.40543766,0.065416323,0.065416323,6.258250933,0.049062242,0.049062242,0.049062242,0,0,0,0,0,0,0,0,0,23.05452981,46.10905962,0,0,0,28.84071959,213.1198079,0.526760135,105.2319662,0.408856819,76.86149519,65.88634677,24.65087304,5.911582948,166.5687708,56.10456345,0,1418.742331,0,0,528.9251084,0,16.03574088,0,0,0,0,0.007733121,0,0.007733121
Maldives,68.60024986,68.60024986,68.60024986,68.60024986,0,0,0,0.110644874,0.036881625,0.036881625,0.027661218,0.027661218,0.027661218,0.027661218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639956361,0.007437533,0.32954207,0.00152314,0.225443896,0.182388211,0.063066351,0.017070038,0.505565633,0.143680019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,30787.91916,30787.91916,30787.91916,30787.91916,0,0,0,52.55631493,17.51877164,17.51877164,13.13907873,13.13907873,13.13907873,13.13907873,413309.0762,0,0,0,355949.0117,0,0,0,0,0,0,0,0,0,177974.5059,5863.515334,27.0817949,2925.705129,11.82956218,2105.187046,1773.260086,651.8244699,160.3177188,4598.531157,1483.944014,0,0,0,0,0,0,0,0,0,673.3391812,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,51.26117049,51.26117049,51.26117049,51.26839872,0.010826928,0.040911097,0.040911097,0.049333966,0.002807623,0.002807623,0.043016814,0.002105717,0.002105717,0.002105717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244028993,0.002326261,0.124900876,0.000546846,0.086541223,0.069902277,0.024563059,0.006441302,0.192980664,0.055959451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,7706.094734,7706.094734,7706.094734,7706.094734,0,0,0,12.42910746,4.14303582,4.14303582,3.107276865,3.107276865,3.107276865,3.107276865,18938.19503,0,0,0,16077.39497,0,0,0,0,0,0,0,0,0,8038.697485,287.7465094,2.019645521,144.3755943,0.62727024,102.7115935,86.64707874,31.3305103,7.96712623,225.3285478,71.3287951,0,0,0,0,0,0,0,0,0,330.3748113,0,0,0,0
Mauritius,129.7376024,129.7376024,129.7376024,129.7376024,0,0,0,0.221289747,0.073763249,0.073763249,0.055322437,0.055322437,0.055322437,0.055322437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.01560349,0.311437888,34.5199796,0.137770431,24.75773484,20.75153434,7.626113505,1.871613797,54.21405482,17.36250749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,23799.86529,23799.86529,23799.86529,23817.74058,18.2745543,22.39035808,22.39035808,39.26593917,5.625193698,5.625193698,26.60925335,4.218895274,4.218895274,4.218895274,0,0,0,0,0,0,0,0,0,9.830633284,19.66126657,0,0,0,0,2883.645883,248.3612544,1665.066892,4.34260742,44.33230219,2138.406112,552.7816965,464.8587668,412.1364573,1462.601613,393.5719636,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092054887,0,0.092054887
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,6436.260962,6436.260962,6436.260962,6458.312947,23.21869598,34.97516658,34.97516658,38.56736074,1.19739805,1.19739805,35.87321512,0.898048538,0.898048538,0.898048538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488714458,0.003898147,0.247684929,0.001070646,0.173815524,0.143669173,0.051354628,0.013202604,0.384657212,0.116951072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,45.45758681,45.45758681,45.45758681,45.45758681,0,0,0,0.073763249,0.02458775,0.02458775,0.018440812,0.018440812,0.018440812,0.018440812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,25713.48659,25713.48659,25713.48659,25717.04368,3.633200967,4.373163173,4.373163173,14.59230561,3.406380812,3.406380812,6.927948782,2.554785609,2.554785609,2.554785609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.9292205,1.622504859,67.47171898,0.304257015,44.17620794,35.06093878,11.93794211,3.297925691,101.9030749,27.20137139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,113373.2059,113373.2059,113373.2059,113373.2059,0,0,0,217.3434133,72.44780442,72.44780442,54.33585332,54.33585332,54.33585332,54.33585332,784794.2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147365.8808,2981.196598,79536.37363,407.7007558,50511.8751,37733.02096,11760.70658,3679.791674,118209.9988,26836.60037,0,9779.449937,0,0,2589.316839,0,1055.970574,0,0,252.9934446,0,0,0,0
Myanmar,161556.2024,161556.2024,161556.2024,161626.635,72.17673103,95.14507375,95.14507375,592.3548028,165.7365764,165.7365764,219.447506,124.3024323,124.3024323,124.3024323,16111.93608,14083.5503,0,0,0,0,0,0,0,13848.72295,27697.44589,15804.4275,0,0,8055.968041,6459.281056,28.11880137,3238.850865,12.69194303,2317.417206,1926.217135,707.5396252,173.004969,5085.631404,1611.038961,0,0,0,0,0,0,0,0,0,0,0,58.2538959,58.2538959,0
Namibia,20144.91316,20144.91316,20144.91316,20177.0152,33.32605275,48.59085206,48.59085206,78.22249595,9.877214631,9.877214631,55.99876303,7.407910973,7.407910973,7.407910973,1498.092448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6884.961926,34.34046924,3478.056485,13.45409503,2469.648589,2005.414274,730.0802108,179.351027,5449.209471,1662.925074,0,0,0,0,0,0,0,0,0,36.72357105,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,63842.23855,63842.23855,63842.23855,63876.87114,36.11957241,54.06970819,54.06970819,130.4290059,25.45309924,25.45309924,73.15953262,19.08982443,19.08982443,19.08982443,245.4167033,0,0,0,0,0,0,0,0,2014.751486,4029.502971,0,0,0,0,811.0552349,9.492351205,419.7387486,1.920167795,284.6610681,229.1163372,79.0399407,21.43527604,642.0625584,180.0785998,0,347.2486129,0,0,2349.461442,0,50.43037909,0,0,0,0,121.0558496,0,121.0558496
Netherlands,595.5588233,595.5588233,595.5588233,596.2520447,0.787902592,1.550000834,1.550000834,1.82228297,0.090760712,0.090760712,1.618071368,0.068070534,0.068070534,0.068070534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,128.0828039,128.0828039,128.0828039,128.1366421,0.060909919,0.117835702,0.117835702,0.143547972,0.008570757,0.008570757,0.12426377,0.006428068,0.006428068,0.006428068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16569176,0.006394064,1.077678655,0.004101407,0.780985191,0.653964752,0.242896837,0.058326262,1.702231805,0.553005513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,1728.967503,1728.967503,1728.967503,1729.341205,0.449051726,1.24316194,1.24316194,1.847287929,0.20137533,0.20137533,1.394193437,0.151031497,0.151031497,0.151031497,0,0,0,0,0,0,0,0,0,57.76729086,115.5345817,0,0,0,0,53.40169925,5.029186301,30.53222,0.08111901,0.848395728,39.27008631,10.27647128,8.74461128,7.786924891,27.59575378,7.410047099,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,48224.36741,48224.36741,48224.36741,48232.81579,8.615023583,10.87406273,10.87406273,153.4010407,47.50899267,47.50899267,46.50580723,35.6317445,35.6317445,35.6317445,566860.4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777.625366,118.2623424,3114.390463,16.15718928,1979.445403,1488.610192,464.1085298,145.6776777,4627.105976,1058.928474,0,0,0,0,0,0,0,0,0,51.14411345,0,11.91511053,11.91511053,0
Nigeria,370443.0502,370443.0502,370443.0502,370452.8407,10.15175846,15.04984098,15.04984098,759.5051273,248.1517621,248.1517621,201.1636625,186.1138216,186.1138216,186.1138216,5182488.971,0,0,0,4324870.66,0,0,0,0,0,0,0,0,0,2162435.33,98678.71924,1086.174667,50491.98643,233.245921,34901.82913,28475.32175,9917.90488,2659.630123,77770.15036,22592.8005,0,0,0,0,0,0,0,0,0,18171.08944,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537762414,0.002240913,0.269009109,0.001052875,0.19333244,0.160845705,0.05917205,0.014429745,0.423158381,0.134732413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,195.4408903,195.4408903,195.4408903,195.5684262,0.171677382,0.519933852,0.519933852,0.580470309,0.020178819,0.020178819,0.535067967,0.015134114,0.015134114,0.015134114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,360.0022064,360.0022064,360.0022064,360.0596193,0.091063263,0.373443737,0.373443737,0.410925504,0.012493923,0.012493923,0.382814178,0.009370442,0.009370442,0.009370442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,372605.5483,372605.5483,372605.5483,372679.0313,77.39875574,141.447158,141.447158,695.0427005,184.5318475,184.5318475,279.8460436,138.3988856,138.3988856,138.3988856,0,0,0,0,0,0,0,1141.609939,0,2984.13354,5968.267081,0,0,0,376.7312798,27.71334764,0.262393081,13.99503834,0.064829082,9.83406546,8.285416412,2.942996368,0.774380918,21.68386401,6.700598456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1905.752612,1905.752612,1905.752612,1905.981032,0.263924279,0.604405924,0.604405924,1.951417069,0.449003715,0.449003715,0.941158711,0.336752786,0.336752786,0.336752786,1.117092837,0,0,0,0,0,0,0,0,118.9994121,237.9988242,0,0,0,0,95.26947631,8.354093832,55.08595488,0.141826666,1.461932805,70.76860306,18.18783713,15.25809536,13.60227226,48.34939747,12.9140069,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,6167.446683,6167.446683,6167.446683,6167.446683,0,0,0,10.36373649,3.45457883,3.45457883,2.590934122,2.590934122,2.590934122,2.590934122,153.8249759,0,0,0,0,0,0,0,0,0,0,2487.302847,0,0,0,913.9833619,7.42480811,466.4616063,1.951876645,325.6985435,261.376248,92.72006179,23.79118851,724.1843664,211.2479851,0,0,0,0,0,0,0,0,0,0,0,230.0149242,0,230.0149242
Paraguay,2712.73335,2712.73335,2712.73335,2712.842208,0.151568353,0.52751999,0.52751999,0.764084622,0.078854877,0.078854877,0.586661148,0.059141158,0.059141158,0.059141158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.42387776,3.283582054,21.97646452,0.058507979,0.609311571,28.26012927,7.670874381,6.295729676,5.596216987,19.8262047,5.335041697,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,20862.79979,20862.79979,20862.79979,20947.61296,87.30396467,114.6194324,114.6194324,133.8607661,6.413777905,6.413777905,119.4297659,4.810333429,4.810333429,4.810333429,0,0,0,0,0,0,0,0,0,130.7033166,261.4066332,0,0,0,25.16642121,49.44575497,4.410986503,28.49121583,0.074115272,0.766789333,36.61568573,9.544722497,7.975816643,7.105280535,25.23011237,6.753020837,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,222691.6873,222691.6873,222691.6873,222735.8282,45.63902901,64.07835353,64.07835353,693.1687925,209.696813,209.696813,221.3509633,157.2726098,157.2726098,157.2726098,17.67928736,0,0,0,0,0,0,0,0,4.886170759,9.772341518,0,0,0,0,1581.529618,11.2909577,796.1776967,3.414314207,564.8671284,470.6311163,169.5755599,43.1059823,1242.06821,386.1383627,0,0,0,0,0,0,0,0,0,5414.671538,0,0,0,0
Poland,6628.743919,6628.743919,6628.743919,6628.743919,0,0,0,0.749170749,0.249723583,0.249723583,0.187292687,0.187292687,0.187292687,0.187292687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,1535.646526,1535.646526,1535.646526,1536.043227,0.529161114,1.656940961,1.656940961,1.912827724,0.085295588,0.085295588,1.720912652,0.063971691,0.063971691,0.063971691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.88343069,2.566199566,15.98780875,0.04204432,0.43937088,20.56026534,5.288628811,4.53604332,4.046072361,14.35351013,3.842397431,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,114.3337498,114.3337498,114.3337498,114.3337498,0,0,0,0.184408123,0.061469374,0.061469374,0.046102031,0.046102031,0.046102031,0.046102031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554632316,0.002425743,0.27769547,0.001091945,0.199293267,0.16562148,0.060828143,0.014873079,0.436516833,0.138505924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Korea,22412.87845,22412.87845,22412.87845,22457.38384,46.11061471,61.24245624,61.24245624,74.97459832,4.577380693,4.577380693,64.67549176,3.43303552,3.43303552,3.43303552,0,0,0,0,0,0,0,0,0,1.299554515,2.599109029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Moldova,2634.057492,2634.057492,2634.057492,2691.264993,59.40112682,100.4662469,100.4662469,120.0401702,6.524641076,6.524641076,105.3597277,4.893480807,4.893480807,4.893480807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,10417.56055,10417.56055,10417.56055,10430.73349,14.83748599,33.75761386,33.75761386,41.60723949,2.616541877,2.616541877,35.72002027,1.962406408,1.962406408,1.962406408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,117498.3461,117498.3461,117498.3461,120372.5413,3011.091039,4500.320646,4500.320646,5024.389773,174.6897087,174.6897087,4631.337928,131.0172815,131.0172815,131.0172815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.91101894,6.236767605,59.11321741,0.490463706,28.08498444,13.99762991,0,2.016335441,77.38751729,0.13554357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,35919.21953,35919.21953,35919.21953,35919.21953,0,0,0,62.47747193,20.82582398,20.82582398,15.61936798,15.61936798,15.61936798,15.61936798,39553.44616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985.962245,37.17597783,2070.000231,8.432157741,1413.030021,1085.57132,377.5392534,98.32152509,3190.848898,860.7016178,0,0,0,0,0,0,0,0,0,181.0080978,0,0,0,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,45.73349991,45.73349991,45.73349991,45.73349991,0,0,0,0.073763249,0.02458775,0.02458775,0.018440812,0.018440812,0.018440812,0.018440812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.74450623,1.58661738,10.4810143,0.024650134,0.257176287,13.4426225,3.223962948,2.688234738,2.444254197,8.775107506,2.269146777,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,22.86674995,22.86674995,22.86674995,22.86674995,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.50331508,5.905494256,43.41212236,0.102242431,1.065254118,55.67663377,13.35677837,11.14270491,10.12451801,36.34176546,9.405897377,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,68.60024986,68.60024986,68.60024986,68.60024986,0,0,0,0.110644874,0.036881625,0.036881625,0.027661218,0.027661218,0.027661218,0.027661218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670442276,0.006736887,0.343897979,0.001520636,0.237447991,0.191233461,0.066879988,0.017668575,0.530445516,0.152374447,0,0,0,0,0,0,0,0,0,0,0,0.148833472,0,0.148833472
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,138.9096983,138.9096983,138.9096983,139.2290383,0.324480154,0.385612484,0.385612484,0.484233192,0.032873569,0.032873569,0.410267661,0.024655177,0.024655177,0.024655177,0,0,0,0,1307.498988,0,0,0,0,0,0,0,0,0,653.7494942,25.75897741,0.273461966,13.30069179,0.058718983,9.085864985,7.249448051,2.51751157,0.670772825,20.43396213,5.736422076,0,0,0,0,0,0,0,0,0,5.115206123,0,0,0,0
Saudi Arabia,6120.018271,6120.018271,6120.018271,6120.018271,0,0,0,9.994920243,3.331640081,3.331640081,2.498730061,2.498730061,2.498730061,2.498730061,0,0,0,0,0,0,0,37.40280764,0,0,0,0,0,0,12.34292652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,33090.9157,33090.9157,33090.9157,33090.9157,0,0,0,54.69544916,18.23181639,18.23181639,13.67386229,13.67386229,13.67386229,13.67386229,16893.70743,0,0,0,14033.54545,0,0,0,0,0,0,0,0,0,7016.772725,3146.740634,17.31798752,1585.318824,6.352589236,1127.330763,927.5139633,337.2626093,83.63644995,2481.747515,768.0700358,0,0,0,0,0,0,0,0,0,1518.819283,0,0,0,0
Serbia,1108.694081,1108.694081,1108.694081,1108.892272,0.278495106,0.931522972,0.931522972,1.102660098,0.057045709,0.057045709,0.974307253,0.042784282,0.042784282,0.042784282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,22.58508867,22.58508867,22.58508867,22.58508867,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.84766552,0.125167414,10.52660148,0.042766748,7.450245556,6.134758274,2.22290984,0.555371759,16.43998901,5.062313713,0,0,0,0,1.538268502,0,3.098087107,0,1.233075183,0,0,0,0,0
Sierra Leone,20249.88199,20249.88199,20249.88199,20249.88199,0,0,0,33.93109455,11.31036485,11.31036485,8.482773638,8.482773638,8.482773638,8.482773638,335484.1393,0,0,0,255568.3384,0,0,0,0,0,0,0,0,0,127784.1692,2142.089682,14.52573812,1076.171269,4.601514431,765.2292882,641.2808233,231.939439,58.7234024,1680.387439,528.0947226,0,0,0,0,0,0,0,0,0,7.732116992,0,0,0,0
Singapore,568.5582132,568.5582132,568.5582132,568.5582132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345963971,0.02341278,3.64449165,0.01426603,2.645259364,2.24610801,0.83496816,0.201743759,5.753675279,1.900624018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
